"","Date","Day","Action","Perpetrator","Political_target","Target","Event","Country","Location","Issue","Link date","Time","N_Protesters","Arrests","N_ProtestersInjured","Deaths","Prop. Damage","N_StateForces","N_StateInjured","State killed","OSD","Source","Story date","No event found","fecha","District"
"10617",1984-06-21,"Thu","strike","journalists","firm","Century Newspapers","strike for higher pay","UK/Northern Ireland","Belfast","wages",NA,NA,56,0,0,0,"N",0,0,0,550700,"Guardian","02/07/1984",NA,"21/06/1984","Belfast"
"10618",1984-06-22,"Fri","strike","journalists","firm","Century Newspapers","strike for higher pay","UK/Northern Ireland","Belfast","wages",NA,NA,56,0,0,0,"N",0,0,0,550700,"Guardian","02/07/1984",NA,"22/06/1984","Belfast"
"10619",1984-06-23,"Sat","strike","journalists","firm","Century Newspapers","strike for higher pay","UK/Northern Ireland","Belfast","wages",NA,NA,56,0,0,0,"N",0,0,0,550700,"Guardian","02/07/1984",NA,"23/06/1984","Belfast"
"10620",1984-06-24,"Sun","strike","journalists","firm","Century Newspapers","strike for higher pay","UK/Northern Ireland","Belfast","wages",NA,NA,56,0,0,0,"N",0,0,0,550700,"Guardian","02/07/1984",NA,"24/06/1984","Belfast"
"10621",1984-06-25,"Mon","strike","journalists","firm","Century Newspapers","strike for higher pay","UK/Northern Ireland","Belfast","wages",NA,NA,56,0,0,0,"N",0,0,0,550700,"Guardian","02/07/1984",NA,"25/06/1984","Belfast"
"10622",1984-06-26,"Tue","strike","journalists","firm","Century Newspapers","strike for higher pay","UK/Northern Ireland","Belfast","wages",NA,NA,56,0,0,0,"N",0,0,0,550700,"Guardian","02/07/1984",NA,"26/06/1984","Belfast"
"10623",1984-06-27,"Wed","strike","journalists","firm","Century Newspapers","strike for higher pay","UK/Northern Ireland","Belfast","wages",NA,NA,56,0,0,0,"N",0,0,0,550700,"Guardian","02/07/1984",NA,"27/06/1984","Belfast"
"10624",1984-06-28,"Thu","strike","journalists","firm","Century Newspapers","strike for higher pay","UK/Northern Ireland","Belfast","wages",NA,NA,56,0,0,0,"N",0,0,0,550700,"Guardian","02/07/1984",NA,"28/06/1984","Belfast"
"10625",1984-06-29,"Fri","strike","journalists","firm","Century Newspapers","strike for higher pay","UK/Northern Ireland","Belfast","wages",NA,NA,56,0,0,0,"N",0,0,0,550700,"Guardian","02/07/1984",NA,"29/06/1984","Belfast"
"10626",1984-06-30,"Sat","strike","journalists","firm","Century Newspapers","strike for higher pay","UK/Northern Ireland","Belfast","wages",NA,NA,56,0,0,0,"N",0,0,0,550700,"Guardian","02/07/1984",NA,"30/06/1984","Belfast"
"10627",1984-07-01,"Sun","strike","journalists","firm","Century Newspapers","strike for higher pay","UK/Northern Ireland","Belfast","wages",NA,NA,56,0,0,0,"N",0,0,0,550700,"Guardian","02/07/1984",NA,"01/07/1984","Belfast"
"10628",1984-07-02,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","02/07/1984",NA
"10629",1984-07-03,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","03/07/1984",NA
"10630",1984-07-04,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","04/07/1984",NA
"10631",1984-07-05,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","05/07/1984",NA
"10632",1984-07-06,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","06/07/1984",NA
"10633",1984-07-07,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","07/07/1984",NA
"10634",1984-07-08,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","08/07/1984",NA
"10635",1984-07-09,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","09/07/1984",NA
"10636",1984-07-10,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","10/07/1984",NA
"10637",1984-07-11,"Wed","riot","Sinn Fein","government","police","clash with police on eve of Orange Order march","UK/Northern Ireland","Derry","Irish unity",NA,"21:00",301,0,0,0,"Y",301,0,0,102701,"Reuters","12/07/1984",NA,"11/07/1984","Derry"
"10638",1984-07-12,"Thu","march","Orange Order","Catholics",NA,"march to mark anniversary of Battle of the Boyne","UK/Northern Ireland","Northern Ireland","British unity","7/12/1690",NA,1e+05,0,0,0,"N",1001,0,0,350000,"Reuters","12/07/1984",NA,"12/07/1984","Other"
"10639",1984-07-13,"Fri","bomb-nd","PIRA","government","police","explosions rock businesses","UK/Northern Ireland","Derryville","Irish unity",NA,"2:00",3,0,0,0,"Y",0,0,0,102701,"Reuters","13/07/1984",NA,"13/07/1984","Derry"
"10640",1984-07-13,"Fri","bomb-nd","PIRA","government","police","bomb destroys furniture store","UK/Northern Ireland","Cookstown","Irish unity",NA,"2:00",3,0,0,0,"Y",0,0,0,102701,"Reuters","13/07/1984",NA,"13/07/1984","Cookstown"
"10641",1984-07-13,"Fri","bomb-nd","PIRA","government","UK troops","troops see PIRAs in furniture store, shoot & kill one","UK/Northern Ireland","Ardboe","Irish unity",NA,"3:00",3,0,0,1,"Y",8,0,0,102701,"Reuters","13/07/1984",NA,"13/07/1984","Cookstown"
"10642",1984-07-14,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","14/07/1984",NA
"10643",1984-07-15,"Sun","vigil","PIRA","government","police","funeral of PIRA fighter turns into fistfight with police","UK/Northern Ireland","Ardboe","Irish unity",NA,NA,400,0,0,0,"Y",401,8,0,102701,"Reuters","15/07/1984",NA,"15/07/1984","Cookstown"
"10644",1984-07-16,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","16/07/1984",NA
"10645",1984-07-17,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","17/07/1984",NA
"10646",1984-07-18,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","18/07/1984",NA
"10647",1984-07-19,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","19/07/1984",NA
"10648",1984-07-20,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","20/07/1984",NA
"10649",1984-07-21,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","21/07/1984",NA
"10650",1984-07-22,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","22/07/1984",NA
"10651",1984-07-23,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","23/07/1984",NA
"10652",1984-07-24,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","24/07/1984",NA
"10653",1984-07-25,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","25/07/1984",NA
"10654",1984-07-26,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","26/07/1984",NA
"10655",1984-07-27,"Fri","arrest","Loyalist","government","police","politician defames Catholics publicly; police arrest","UK/Northern Ireland","Belfast","British unity",NA,NA,1,1,0,0,"N",8,0,0,350000,"Reuters","27/07/1984",NA,"27/07/1984","Belfast"
"10656",1984-07-28,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","28/07/1984",NA
"10657",1984-07-29,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","29/07/1984",NA
"10658",1984-07-30,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","30/07/1984",NA
"10659",1984-07-31,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","31/07/1984",NA
"10660",1984-08-01,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","01/08/1984",NA
"10661",1984-08-02,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","02/08/1984",NA
"10662",1984-08-03,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","03/08/1984",NA
"10663",1984-08-04,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","04/08/1984",NA
"10664",1984-08-05,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","05/08/1984",NA
"10665",1984-08-06,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","06/08/1984",NA
"10666",1984-08-07,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","07/08/1984",NA
"10667",1984-08-08,"Wed","symbolic","PIRA","government",NA,"2 masked gunmen board U.S. NORAID bus & pledge union to Ireland","UK/Northern Ireland","Belfast","Irish unity",NA,NA,2,0,0,0,"N",0,0,0,102701,"Reuters","08/08/1984",NA,"08/08/1984","Belfast"
"10668",1984-08-09,"Thu","riot","Sinn Fein","government","police","riots on 13th anniversary of internment","UK/Northern Ireland","Northern Ireland","Irish unity","09/08/1971",NA,501,60,7,0,"Y",501,0,0,102701,"Reuters","09/08/1984",NA,"09/08/1984","Other"
"10669",1984-08-10,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","10/08/1984",NA
"10670",1984-08-11,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","11/08/1984",NA
"10671",1984-08-12,"Sun","rally","Sinn Fein","government","police","police raid rally, seek Martin Galvin; shoot plastic bullets","UK/Northern Ireland","Belfast","Irish unity","09/08/1971",NA,2000,0,10,1,"Y",301,0,0,102701,"Reuters","12/08/1984",NA,"12/08/1984","Belfast"
"10672",1984-08-13,"Mon","demonstration","Sinn Fein","government","police","march in silence against police killing","UK/Northern Ireland","Belfast","Irish unity","12/08/1984","20:00",6000,0,0,0,"N",0,0,0,102701,"Reuters","13/08/1984",NA,"13/08/1984","Belfast"
"10673",1984-08-14,"Tue","riot","football fans","government","police","Catholic football fans attack police at Glasgow match","UK/Northern Ireland","Belfast","repression","12/08/1984",NA,3001,0,4,0,"Y",301,47,0,300001,"Reuters","15/08/1984",NA,"14/08/1984","Belfast"
"10674",1984-08-15,"Wed","vigil","Sinn Fein","government","police","funeral of man killed by police on 8/12","UK/Northern Ireland","Belfast","Irish unity","12/08/1984",NA,5000,0,0,0,"N",0,0,0,102701,"Reuters","15/08/1984",NA,"15/08/1984","Belfast"
"10675",1984-08-15,"Wed","riot","Sinn Fein","government","police","throw fire bombs at police","UK/Northern Ireland","Strabane","Irish unity","12/08/1984","20:00",101,0,0,0,"Y",101,0,0,102701,"Reuters","16/08/1984",NA,"15/08/1984","Strabane"
"10676",1984-08-15,"Wed","riot","Sinn Fein","government","police","burn police cars as they clash with police","UK/Northern Ireland","Belfast","Irish unity","12/08/1984","20:00",301,0,0,0,"Y",301,0,0,102701,"Reuters","16/08/1984",NA,"15/08/1984","Belfast"
"10677",1984-08-16,"Thu","arrest","UVF","government","police","arrest paramilitary Loyalists on informer's base","UK/Northern Ireland","Belfast","terror",NA,NA,47,47,0,0,"N",101,0,0,350000,"Guardian","18/08/1984",NA,"16/08/1984","Belfast"
"10678",1984-08-17,"Fri","riot","Loyalists","government","police","angry at UVF informer, attack police with guns & firebombs","UK/Northern Ireland","Belfast","British unity",NA,"20:00",301,20,0,0,"Y",301,0,0,350000,"Reuters","17/08/1984",NA,"17/08/1984","Belfast"
"10679",1984-08-18,"Sat","riot","Loyalists","government","police","angry at UVF informer, attack police with firebombs","UK/Northern Ireland","Belfast","British unity",NA,"20:00",301,0,0,0,"Y",301,0,0,350000,"Reuters","18/08/1984",NA,"18/08/1984","Belfast"
"10680",1984-08-19,"Sun","riot","Loyalists","government","police","angry at UVF informer, attack police with guns & firebombs","UK/Northern Ireland","Belfast","British unity",NA,"2:00",301,15,0,0,"Y",301,0,0,350000,"Reuters","19/08/1984",NA,"19/08/1984","Belfast"
"10681",1984-08-20,"Mon","riot","Loyalists","government","police","angry at UVF informer, attack police with firebombs","UK/Northern Ireland","Belfast","British unity",NA,"2:00",150,0,0,0,"Y",301,0,0,350000,"Reuters","20/08/1984",NA,"20/08/1984","Belfast"
"10682",1984-08-21,"Tue","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,4,0,0,0,"N",0,0,0,3001,"Reuters","30/08/1984",NA,"21/08/1984","Derry"
"10683",1984-08-22,"Wed","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,4,0,0,0,"N",0,0,0,3001,"Reuters","30/08/1984",NA,"22/08/1984","Derry"
"10684",1984-08-23,"Thu","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,4,0,0,0,"N",0,0,0,3001,"Reuters","30/08/1984",NA,"23/08/1984","Derry"
"10685",1984-08-24,"Fri","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,4,0,0,0,"N",0,0,0,3001,"Reuters","30/08/1984",NA,"24/08/1984","Derry"
"10686",1984-08-25,"Sat","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,4,0,0,0,"N",0,0,0,3001,"Reuters","30/08/1984",NA,"25/08/1984","Derry"
"10687",1984-08-26,"Sun","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,4,0,0,0,"N",0,0,0,3001,"Reuters","30/08/1984",NA,"26/08/1984","Derry"
"10688",1984-08-27,"Mon","strike","dock workers","firm",NA,"strike to support coal miner strikers","UK/Northern Ireland","Northern Ireland","worker solidarity",NA,NA,301,0,0,0,"N",0,0,0,550700,"Financial Times","28/08/1984",NA,"27/08/1984","Other"
"10689",1984-08-27,"Mon","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,4,0,0,0,"N",0,0,0,3001,"Reuters","30/08/1984",NA,"27/08/1984","Derry"
"10690",1984-08-28,"Tue","strike","dock workers","firm",NA,"strike to support coal miner strikers","UK/Northern Ireland","Northern Ireland","worker solidarity",NA,NA,301,0,0,0,"N",0,0,0,550700,"Financial Times","28/08/1984",NA,"28/08/1984","Other"
"10691",1984-08-28,"Tue","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,4,0,0,0,"N",0,0,0,3001,"Reuters","30/08/1984",NA,"28/08/1984","Derry"
"10692",1984-08-29,"Wed","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,4,0,0,0,"N",0,0,0,3001,"Reuters","30/08/1984",NA,"29/08/1984","Derry"
"10693",1984-08-30,"Thu","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,4,0,0,0,"N",0,0,0,3001,"Reuters","30/08/1984",NA,"30/08/1984","Derry"
"10694",1984-08-31,"Fri","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","10/09/1984",NA,"31/08/1984","Derry"
"10695",1984-09-01,"Sat","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","10/09/1984",NA,"01/09/1984","Derry"
"10696",1984-09-02,"Sun","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","10/09/1984",NA,"02/09/1984","Derry"
"10697",1984-09-03,"Mon","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","10/09/1984",NA,"03/09/1984","Derry"
"10698",1984-09-04,"Tue","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","10/09/1984",NA,"04/09/1984","Derry"
"10699",1984-09-05,"Wed","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","10/09/1984",NA,"05/09/1984","Derry"
"10700",1984-09-06,"Thu","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","10/09/1984",NA,"06/09/1984","Derry"
"10701",1984-09-07,"Fri","assassination","PIRA","government","UDR","shoot dead 2 men in front of families","UK/Northern Ireland","Dungannon","Irish unity",NA,NA,2,0,0,0,"Y",2,0,2,102701,"Reuters","07/09/1984",NA,"07/09/1984","Dungannon"
"10702",1984-09-07,"Fri","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","10/09/1984",NA,"07/09/1984","Derry"
"10703",1984-09-08,"Sat","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","10/09/1984",NA,"08/09/1984","Derry"
"10704",1984-09-09,"Sun","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","10/09/1984",NA,"09/09/1984","Derry"
"10705",1984-09-10,"Mon","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","10/09/1984",NA,"10/09/1984","Derry"
"10706",1984-09-11,"Tue","assassination","PIRA","government","police","shoot & wound policeman","UK/Northern Ireland","Derry","British unity",NA,NA,2,0,0,0,"Y",1,1,0,120701,"Reuters","11/09/1984",NA,"11/09/1984","Derry"
"10707",1984-09-11,"Tue","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","25/09/1984",NA,"11/09/1984","Derry"
"10708",1984-09-12,"Wed","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","25/09/1984",NA,"12/09/1984","Derry"
"10709",1984-09-13,"Thu","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","25/09/1984",NA,"13/09/1984","Derry"
"10710",1984-09-14,"Fri","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","25/09/1984",NA,"14/09/1984","Derry"
"10711",1984-09-15,"Sat","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","25/09/1984",NA,"15/09/1984","Derry"
"10712",1984-09-16,"Sun","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","25/09/1984",NA,"16/09/1984","Derry"
"10713",1984-09-17,"Mon","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","25/09/1984",NA,"17/09/1984","Derry"
"10714",1984-09-18,"Tue","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","25/09/1984",NA,"18/09/1984","Derry"
"10715",1984-09-19,"Wed","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","25/09/1984",NA,"19/09/1984","Derry"
"10716",1984-09-20,"Thu","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","25/09/1984",NA,"20/09/1984","Derry"
"10717",1984-09-21,"Fri","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","25/09/1984",NA,"21/09/1984","Derry"
"10718",1984-09-22,"Sat","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","25/09/1984",NA,"22/09/1984","Derry"
"10719",1984-09-23,"Sun","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","25/09/1984",NA,"23/09/1984","Derry"
"10720",1984-09-24,"Mon","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","25/09/1984",NA,"24/09/1984","Derry"
"10721",1984-09-25,"Tue","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","25/09/1984",NA,"25/09/1984","Derry"
"10722",1984-09-26,"Wed","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","05/10/1984",NA,"26/09/1984","Derry"
"10723",1984-09-27,"Thu","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","05/10/1984",NA,"27/09/1984","Derry"
"10724",1984-09-28,"Fri","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","05/10/1984",NA,"28/09/1984","Derry"
"10725",1984-09-29,"Sat","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","05/10/1984",NA,"29/09/1984","Derry"
"10726",1984-09-30,"Sun","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","05/10/1984",NA,"30/09/1984","Derry"
"10727",1984-10-01,"Mon","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","05/10/1984",NA,"01/10/1984","Derry"
"10728",1984-10-02,"Tue","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","05/10/1984",NA,"02/10/1984","Derry"
"10729",1984-10-03,"Wed","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","05/10/1984",NA,"03/10/1984","Derry"
"10730",1984-10-04,"Thu","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","05/10/1984",NA,"04/10/1984","Derry"
"10731",1984-10-05,"Fri","hunger strike","Loyalist prisoners","government","prison","demand separation from PIRA","UK/Northern Ireland","Derry","British unity",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","05/10/1984",NA,"05/10/1984","Derry"
"10732",1984-10-06,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","06/10/1984",NA
"10733",1984-10-07,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","07/10/1984",NA
"10734",1984-10-08,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","08/10/1984",NA
"10735",1984-10-09,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","09/10/1984",NA
"10736",1984-10-10,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","10/10/1984",NA
"10737",1984-10-11,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","11/10/1984",NA
"10738",1984-10-12,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","12/10/1984",NA
"10739",1984-10-13,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","13/10/1984",NA
