"","Date","Day","Action","Protester","State/target","Agent","Event","Country","Location","Issue","Link date","Time","# Protesters","Arrests","Injuries...15","Deaths","Prop. Damage","# State","Injuries...19","State killed","OSD","Source","Story date","No event found"
"5417","12/05/1990","Sat","strike","radiator workers","firm","Barlo Group","strike for higher pay","Ireland","Clonmel","wages",NA,NA,156,0,0,0,"N",0,0,0,678827,"Irish Times","26/05/1990",NA
"5418","12/05/1990","Sat","strike","poultry inspectors","government",NA,"strike for higher pay","Ireland","Ireland","wages",NA,NA,24,0,0,0,"N",0,0,0,678827,"Irish Times","12/06/1990",NA
"5419","13/05/1990","Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event"
"5420","14/05/1990","Mon","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Financial Times","15/05/1990",NA
"5421","14/05/1990","Mon","strike","radiator workers","firm","Barlo Group","strike for higher pay","Ireland","Clonmel","wages",NA,NA,156,0,0,0,"N",0,0,0,678827,"Irish Times","26/05/1990",NA
"5422","14/05/1990","Mon","strike","poultry inspectors","government",NA,"strike for higher pay","Ireland","Ireland","wages",NA,NA,24,0,0,0,"N",0,0,0,678827,"Irish Times","12/06/1990",NA
"5423","15/05/1990","Tue","convict","IFPA","government","court","guilty of selling condoms in record store","Ireland","Dublin","condom sales",NA,NA,8,8,0,0,"N",0,0,0,30001,"Independent","16/05/1990",NA
"5424","15/05/1990","Tue","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Reuters","21/05/1990",NA
"5425","15/05/1990","Tue","strike","radiator workers","firm","Barlo Group","strike for higher pay","Ireland","Clonmel","wages",NA,NA,156,0,0,0,"N",0,0,0,678827,"Irish Times","26/05/1990",NA
"5426","15/05/1990","Tue","strike","poultry inspectors","government",NA,"strike for higher pay","Ireland","Ireland","wages",NA,NA,24,0,0,0,"N",0,0,0,678827,"Irish Times","12/06/1990",NA
"5427","16/05/1990","Wed","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Reuters","21/05/1990",NA
"5428","16/05/1990","Wed","strike","radiator workers","firm","Barlo Group","strike for higher pay","Ireland","Clonmel","wages",NA,NA,156,0,0,0,"N",0,0,0,678827,"Irish Times","26/05/1990",NA
"5429","16/05/1990","Wed","strike","poultry inspectors","government",NA,"strike for higher pay","Ireland","Ireland","wages",NA,NA,24,0,0,0,"N",0,0,0,678827,"Irish Times","12/06/1990",NA
"5430","17/05/1990","Thu","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Reuters","21/05/1990",NA
"5431","17/05/1990","Thu","strike","radiator workers","firm","Barlo Group","strike for higher pay","Ireland","Clonmel","wages",NA,NA,156,0,0,0,"N",0,0,0,678827,"Irish Times","26/05/1990",NA
"5432","17/05/1990","Thu","strike","poultry inspectors","government",NA,"strike for higher pay","Ireland","Ireland","wages",NA,NA,24,0,0,0,"N",0,0,0,678827,"Irish Times","12/06/1990",NA
"5433","18/05/1990","Fri","strike","bus drivers","government",NA,"against private buses in Dublin","Ireland","Dublin","private buses",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","19/05/1990",NA
"5434","18/05/1990","Fri","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Reuters","21/05/1990",NA
"5435","18/05/1990","Fri","strike","radiator workers","firm","Barlo Group","strike for higher pay","Ireland","Clonmel","wages",NA,NA,156,0,0,0,"N",0,0,0,678827,"Irish Times","26/05/1990",NA
"5436","18/05/1990","Fri","strike","poultry inspectors","government",NA,"strike for higher pay","Ireland","Ireland","wages",NA,NA,24,0,0,0,"N",0,0,0,678827,"Irish Times","12/06/1990",NA
"5437","19/05/1990","Sat","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Reuters","21/05/1990",NA
"5438","19/05/1990","Sat","strike","radiator workers","firm","Barlo Group","strike for higher pay","Ireland","Clonmel","wages",NA,NA,156,0,0,0,"N",0,0,0,678827,"Irish Times","26/05/1990",NA
"5439","19/05/1990","Sat","strike","poultry inspectors","government",NA,"strike for higher pay","Ireland","Ireland","wages",NA,NA,24,0,0,0,"N",0,0,0,678827,"Irish Times","12/06/1990",NA
"5440","20/05/1990","Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event"
"5441","21/05/1990","Mon","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Reuters","21/05/1990",NA
"5442","21/05/1990","Mon","strike","radiator workers","firm","Barlo Group","strike for higher pay","Ireland","Clonmel","wages",NA,NA,156,0,0,0,"N",0,0,0,678827,"Irish Times","26/05/1990",NA
"5443","21/05/1990","Mon","strike","poultry inspectors","government",NA,"strike for higher pay","Ireland","Ireland","wages",NA,NA,24,0,0,0,"N",0,0,0,678827,"Irish Times","12/06/1990",NA
"5444","22/05/1990","Tue","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Times","24/05/1990",NA
"5445","22/05/1990","Tue","strike","radiator workers","firm","Barlo Group","strike for higher pay","Ireland","Clonmel","wages",NA,NA,156,0,0,0,"N",0,0,0,678827,"Irish Times","26/05/1990",NA
"5446","22/05/1990","Tue","strike","poultry inspectors","government",NA,"strike for higher pay","Ireland","Ireland","wages",NA,NA,24,0,0,0,"N",0,0,0,678827,"Irish Times","12/06/1990",NA
"5447","23/05/1990","Wed","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Times","24/05/1990",NA
"5448","23/05/1990","Wed","strike","radiator workers","firm","Barlo Group","strike for higher pay","Ireland","Clonmel","wages",NA,NA,156,0,0,0,"N",0,0,0,678827,"Irish Times","26/05/1990",NA
"5449","23/05/1990","Wed","strike","poultry inspectors","government",NA,"strike for higher pay","Ireland","Ireland","wages",NA,NA,24,0,0,0,"N",0,0,0,678827,"Irish Times","12/06/1990",NA
"5450","24/05/1990","Thu","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Times","24/05/1990",NA
"5451","24/05/1990","Thu","strike","radiator workers","firm","Barlo Group","strike for higher pay","Ireland","Clonmel","wages",NA,NA,156,0,0,0,"N",0,0,0,678827,"Irish Times","26/05/1990",NA
"5452","24/05/1990","Thu","strike","poultry inspectors","government",NA,"strike for higher pay","Ireland","Ireland","wages",NA,NA,24,0,0,0,"N",0,0,0,678827,"Irish Times","12/06/1990",NA
"5453","25/05/1990","Fri","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Times","26/05/1990",NA
"5454","25/05/1990","Fri","strike","radiator workers","firm","Barlo Group","strike for higher pay","Ireland","Clonmel","wages",NA,NA,156,0,0,0,"N",0,0,0,678827,"Irish Times","26/05/1990",NA
"5455","25/05/1990","Fri","strike","poultry inspectors","government",NA,"strike for higher pay","Ireland","Ireland","wages",NA,NA,24,0,0,0,"N",0,0,0,678827,"Irish Times","12/06/1990",NA
"5456","26/05/1990","Sat","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Times","26/05/1990",NA
"5457","26/05/1990","Sat","arrest","PIRA","government","police","arrest 2 with Semtex & weapons","Ireland","Limerick","terror",NA,NA,2,2,0,0,"N",3,0,0,9836,"Reuters","26/05/1990",NA
"5458","26/05/1990","Sat","strike","poultry inspectors","government",NA,"strike for higher pay","Ireland","Ireland","wages",NA,NA,24,0,0,0,"N",0,0,0,678827,"Irish Times","12/06/1990",NA
"5459","27/05/1990","Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event"
"5460","28/05/1990","Mon","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Times","28/05/1990",NA
"5461","28/05/1990","Mon","strike","poultry inspectors","government",NA,"strike for higher pay","Ireland","Ireland","wages",NA,NA,24,0,0,0,"N",0,0,0,678827,"Irish Times","12/06/1990",NA
"5462","29/05/1990","Tue","strike","poultry inspectors","government",NA,"strike for higher pay","Ireland","Ireland","wages",NA,NA,24,0,0,0,"N",0,0,0,678827,"Irish Times","12/06/1990",NA
"5463","29/05/1990","Tue","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Times","14/06/1990",NA
"5464","30/05/1990","Wed","strike","poultry inspectors","government",NA,"strike for higher pay","Ireland","Ireland","wages",NA,NA,24,0,0,0,"N",0,0,0,678827,"Irish Times","12/06/1990",NA
"5465","30/05/1990","Wed","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Times","14/06/1990",NA
"5466","31/05/1990","Thu","strike","poultry inspectors","government",NA,"strike for higher pay","Ireland","Ireland","wages",NA,NA,24,0,0,0,"N",0,0,0,678827,"Irish Times","12/06/1990",NA
"5467","31/05/1990","Thu","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Times","14/06/1990",NA
"5468","01/06/1990","Fri","strike","poultry inspectors","government",NA,"strike for higher pay","Ireland","Ireland","wages",NA,NA,24,0,0,0,"N",0,0,0,678827,"Irish Times","12/06/1990",NA
"5469","01/06/1990","Fri","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Times","14/06/1990",NA
"5470","02/06/1990","Sat","strike","poultry inspectors","government",NA,"strike for higher pay","Ireland","Ireland","wages",NA,NA,24,0,0,0,"N",0,0,0,678827,"Irish Times","12/06/1990",NA
"5471","02/06/1990","Sat","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Times","14/06/1990",NA
"5472","03/06/1990","Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event"
"5473","04/06/1990","Mon","strike","poultry inspectors","government",NA,"strike for higher pay","Ireland","Ireland","wages",NA,NA,24,0,0,0,"N",0,0,0,678827,"Irish Times","12/06/1990",NA
"5474","04/06/1990","Mon","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Times","14/06/1990",NA
"5475","05/06/1990","Tue","strike","poultry inspectors","government",NA,"strike for higher pay","Ireland","Ireland","wages",NA,NA,24,0,0,0,"N",0,0,0,678827,"Irish Times","12/06/1990",NA
"5476","05/06/1990","Tue","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Times","14/06/1990",NA
"5477","06/06/1990","Wed","strike","poultry inspectors","government",NA,"strike for higher pay","Ireland","Ireland","wages",NA,NA,24,0,0,0,"N",0,0,0,678827,"Irish Times","12/06/1990",NA
"5478","06/06/1990","Wed","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Times","14/06/1990",NA
"5479","07/06/1990","Thu","strike","poultry inspectors","government",NA,"strike for higher pay","Ireland","Ireland","wages",NA,NA,24,0,0,0,"N",0,0,0,678827,"Irish Times","12/06/1990",NA
"5480","07/06/1990","Thu","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Times","14/06/1990",NA
"5481","08/06/1990","Fri","strike","poultry inspectors","government",NA,"strike for higher pay","Ireland","Ireland","wages",NA,NA,24,0,0,0,"N",0,0,0,678827,"Irish Times","12/06/1990",NA
"5482","08/06/1990","Fri","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Times","14/06/1990",NA
"5483","09/06/1990","Sat","strike","poultry inspectors","government",NA,"strike for higher pay","Ireland","Ireland","wages",NA,NA,24,0,0,0,"N",0,0,0,678827,"Irish Times","12/06/1990",NA
"5484","09/06/1990","Sat","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Times","14/06/1990",NA
"5485","10/06/1990","Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event"
"5486","11/06/1990","Mon","strike","poultry inspectors","government",NA,"strike for higher pay","Ireland","Ireland","wages",NA,NA,24,0,0,0,"N",0,0,0,678827,"Irish Times","12/06/1990",NA
"5487","11/06/1990","Mon","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Times","14/06/1990",NA
"5488","11/06/1990","Mon","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","16/07/1990",NA
"5489","12/06/1990","Tue","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Times","14/06/1990",NA
"5490","12/06/1990","Tue","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","16/07/1990",NA
"5491","13/06/1990","Wed","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Times","14/06/1990",NA
"5492","13/06/1990","Wed","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","16/07/1990",NA
"5493","14/06/1990","Thu","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Times","14/06/1990",NA
"5494","14/06/1990","Thu","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","16/07/1990",NA
"5495","15/06/1990","Fri","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Financial Times","20/06/1990",NA
"5496","15/06/1990","Fri","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","16/07/1990",NA
"5497","16/06/1990","Sat","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Financial Times","20/06/1990",NA
"5498","16/06/1990","Sat","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","16/07/1990",NA
"5499","17/06/1990","Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event"
"5500","18/06/1990","Mon","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Financial Times","20/06/1990",NA
"5501","18/06/1990","Mon","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","16/07/1990",NA
"5502","19/06/1990","Tue","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Financial Times","20/06/1990",NA
"5503","19/06/1990","Tue","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","16/07/1990",NA
"5504","20/06/1990","Wed","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Financial Times","20/06/1990",NA
"5505","20/06/1990","Wed","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","16/07/1990",NA
"5506","21/06/1990","Thu","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Times","23/06/1990",NA
"5507","21/06/1990","Thu","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","16/07/1990",NA
"5508","22/06/1990","Fri","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Times","23/06/1990",NA
"5509","22/06/1990","Fri","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","16/07/1990",NA
"5510","23/06/1990","Sat","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Times","23/06/1990",NA
"5511","23/06/1990","Sat","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","16/07/1990",NA
"5512","24/06/1990","Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event"
"5513","25/06/1990","Mon","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Times","25/06/1990",NA
"5514","25/06/1990","Mon","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","16/07/1990",NA
"5515","26/06/1990","Tue","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Independent","27/06/1990",NA
"5516","26/06/1990","Tue","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","16/07/1990",NA
"5517","27/06/1990","Wed","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Independent","27/06/1990",NA
"5518","27/06/1990","Wed","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","16/07/1990",NA
"5519","28/06/1990","Thu","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Sunday Telegraph","01/07/1990",NA
"5520","28/06/1990","Thu","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","16/07/1990",NA
"5521","29/06/1990","Fri","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Sunday Telegraph","01/07/1990",NA
"5522","29/06/1990","Fri","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","16/07/1990",NA
"5523","30/06/1990","Sat","demonstration","media workers","government",NA,"protest broadcast bill's reduction of income","Ireland","Dublin","reduced income",NA,NA,1000,0,0,0,"N",0,0,0,678827,"Irish Times","30/06/1990",NA
"5524","30/06/1990","Sat","arrest","PIRA","government","police","police find detonators in car","Ireland","Buncrana","Irish unity",NA,NA,3,3,0,0,"N",8,0,0,9836,"Reuters","30/06/1990",NA
"5525","30/06/1990","Sat","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Sunday Telegraph","01/07/1990",NA
"5526","30/06/1990","Sat","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","16/07/1990",NA
"5527","01/07/1990","Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event"
"5528","02/07/1990","Mon","accede","PIRA","government",NA,"Ireland gives up upgrade of Dublin-Belfast line","Ireland","Dublin","accede",NA,NA,0,0,0,0,"N",0,0,0,9836,"Daily Telegraph","02/07/1990",NA
"5529","02/07/1990","Mon","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Times","02/07/1990",NA
"5530","02/07/1990","Mon","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","16/07/1990",NA
"5531","03/07/1990","Tue","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Times","05/07/1990",NA
"5532","03/07/1990","Tue","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","16/07/1990",NA
"5533","04/07/1990","Wed","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Times","05/07/1990",NA
"5534","04/07/1990","Wed","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","16/07/1990",NA
"5535","05/07/1990","Thu","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Times","10/07/1990",NA
"5536","05/07/1990","Thu","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","16/07/1990",NA
"5537","06/07/1990","Fri","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Times","10/07/1990",NA
"5538","06/07/1990","Fri","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","16/07/1990",NA
"5539","07/07/1990","Sat","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Times","10/07/1990",NA
"5540","07/07/1990","Sat","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","16/07/1990",NA
"5541","08/07/1990","Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event"
"5542","09/07/1990","Mon","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Times","10/07/1990",NA
"5543","09/07/1990","Mon","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","16/07/1990",NA
"5544","10/07/1990","Tue","strike","glass workers","firm","Waterford Glass","strike for higher pay","Ireland","Waterford","wages",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Irish Times","11/07/1990",NA
"5545","10/07/1990","Tue","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","16/07/1990",NA
"5546","11/07/1990","Wed","accede","glass workers","firm","Waterford Glass","agree to pay package","Ireland","Waterford","accede",NA,NA,2300,0,0,0,"N",0,0,0,678827,"Reuters","11/07/1990",NA
"5547","11/07/1990","Wed","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","16/07/1990",NA
"5548","12/07/1990","Thu","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","16/07/1990",NA
"5549","13/07/1990","Fri","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","16/07/1990",NA
"5550","14/07/1990","Sat","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","16/07/1990",NA
"5551","15/07/1990","Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event"
"5552","16/07/1990","Mon","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","16/07/1990",NA
"5553","17/07/1990","Tue","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","23/07/1990",NA
"5554","18/07/1990","Wed","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","23/07/1990",NA
"5555","19/07/1990","Thu","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","23/07/1990",NA
"5556","20/07/1990","Fri","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","23/07/1990",NA
"5557","21/07/1990","Sat","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","23/07/1990",NA
"5558","22/07/1990","Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event"
"5559","23/07/1990","Mon","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","23/07/1990",NA
"5560","24/07/1990","Tue","strike","bakers","firm","Gateaux","strike for higher pay","Ireland","Dublin","wages",NA,NA,230,0,0,0,"N",0,0,0,678827,"Irish Times","24/07/1990",NA
