"","Date","Day","Action","Perpetrator","Political_target","Target","Event","Country","Location","Issue","Link date","Time","N_Protesters","Arrests","N_ProtestersInjured","Deaths","Prop. Damage","N_StateForces","N_StateInjured","State killed","OSD","Source","Story date","No event found","fecha","District"
"6978",1993-11-16,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","16/11/1993","TBD"
"6979",1993-11-17,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","17/11/1993","TBD"
"6980",1993-11-18,"Thu","vigil","MPs","UK",NA,"moment of silence for victims of terror in NI","Ireland","Dublin","terror",NA,"13:00-13:01",166,0,0,0,"N",0,0,0,8e+05,"Irish Times","18/11/1993",NA,"18/11/1993","TBD"
"6981",1993-11-18,"Thu","convict","PIRA","government","court","convict PIRA of terror; 7-year sentence","Ireland","Dublin","terror",NA,NA,1,1,0,0,"N",10,0,0,26731,"Reuters","18/11/1993",NA,"18/11/1993","TBD"
"6982",1993-11-19,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","19/11/1993","TBD"
"6983",1993-11-20,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","20/11/1993","TBD"
"6984",1993-11-21,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","21/11/1993","TBD"
"6985",1993-11-22,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","22/11/1993","TBD"
"6986",1993-11-23,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","23/11/1993","TBD"
"6987",1993-11-24,"Wed","rally","farmers","government","agriculture ministry","demand EU subsidy & headage payments","Ireland","Dublin","cattle subsidies",NA,NA,101,0,0,0,"N",0,0,0,173000,"Irish Times","25/11/1993",NA,"24/11/1993","TBD"
"6988",1993-11-25,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","25/11/1993","TBD"
"6989",1993-11-26,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","26/11/1993","TBD"
"6990",1993-11-27,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","27/11/1993","TBD"
"6991",1993-11-28,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","28/11/1993","TBD"
"6992",1993-11-29,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","29/11/1993","TBD"
"6993",1993-11-30,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","30/11/1993","TBD"
"6994",1993-12-01,"Wed","strike","teachers","government","school","strike for more student space","Ireland","Meath","school space",NA,NA,20,0,0,0,"N",0,0,0,678827,"Irish Times","01/12/1993",NA,"01/12/1993","TBD"
"6995",1993-12-02,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","02/12/1993","TBD"
"6996",1993-12-03,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","03/12/1993","TBD"
"6997",1993-12-04,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","04/12/1993","TBD"
"6998",1993-12-05,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","05/12/1993","TBD"
"6999",1993-12-06,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","06/12/1993","TBD"
"7000",1993-12-07,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","07/12/1993","TBD"
"7001",1993-12-08,"Wed","obstruction","residents","government","Dublin dump","seek to close, not expand garbage dump","Ireland","Finglas","garbage dump",NA,"9:00-5:00",301,0,0,0,"N",0,0,0,30001,"Irish Times","08/12/1993",NA,"08/12/1993","TBD"
"7002",1993-12-09,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","09/12/1993","TBD"
"7003",1993-12-10,"Fri","raid","PIRA","government","police","find arms cache","Ireland","Letterkenny","terror",NA,"21:00",0,0,0,0,"N",31,0,0,26731,"Irish Times","11/12/1993",NA,"10/12/1993","TBD"
"7004",1993-12-11,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","11/12/1993","TBD"
"7005",1993-12-12,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","12/12/1993","TBD"
"7006",1993-12-13,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","13/12/1993","TBD"
"7007",1993-12-14,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","14/12/1993","TBD"
"7008",1993-12-15,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","15/12/1993","TBD"
"7009",1993-12-16,"Thu","obstruction","Greenpeace","UK","embassy","chain selves to rail against nuclear reprocessing plant","Ireland","Dublin","nuclear reprocessing",NA,NA,16,0,0,0,"N",0,0,0,30001,"Reuters","16/12/1993",NA,"16/12/1993","TBD"
"7010",1993-12-17,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","17/12/1993","TBD"
"7011",1993-12-18,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","18/12/1993","TBD"
"7012",1993-12-19,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","19/12/1993","TBD"
"7013",1993-12-20,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","20/12/1993","TBD"
"7014",1993-12-21,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","21/12/1993","TBD"
"7015",1993-12-22,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","22/12/1993","TBD"
"7016",1993-12-23,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","23/12/1993","TBD"
"7017",1993-12-24,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","24/12/1993","TBD"
"7018",1993-12-25,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","25/12/1993","TBD"
"7019",1993-12-26,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","26/12/1993","TBD"
"7020",1993-12-27,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","27/12/1993","TBD"
"7021",1993-12-28,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","28/12/1993","TBD"
"7022",1993-12-29,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","29/12/1993","TBD"
"7023",1993-12-30,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","30/12/1993","TBD"
"7024",1993-12-31,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","31/12/1993","TBD"
"7025",1994-01-01,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","01/01/1994","TBD"
"7026",1994-01-02,"Sun","demonstration","animal rights activists","firm","circus","picket circus performance","Ireland","Dublin","animal cruelty",NA,"15:30",31,0,0,0,"N",0,0,0,30001,"Irish Times","03/01/1994",NA,"02/01/1994","TBD"
"7027",1994-01-03,"Mon","demonstration","animal rights activists","firm","circus","picket circus performance","Ireland","Dublin","animal cruelty",NA,"15:30",31,0,0,0,"N",0,0,0,30001,"Irish Times","04/01/1994",NA,"03/01/1994","TBD"
"7028",1994-01-04,"Tue","bomb-nd","UVF","Sinn Fein",NA,"send letter bombs; 2 soldiers injured in defusing","Ireland","Dublin","British unity",NA,NA,3,0,0,0,"Y",8,2,0,3001,"Reuters","04/01/1994",NA,"04/01/1994","TBD"
"7029",1994-01-05,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","05/01/1994","TBD"
"7030",1994-01-06,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","06/01/1994","TBD"
"7031",1994-01-07,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","07/01/1994","TBD"
"7032",1994-01-08,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","08/01/1994","TBD"
"7033",1994-01-09,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","09/01/1994","TBD"
"7034",1994-01-10,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","10/01/1994","TBD"
"7035",1994-01-11,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","11/01/1994","TBD"
"7036",1994-01-12,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","12/01/1994","TBD"
"7037",1994-01-13,"Thu","obstruction","Catholics","government","school","block a Protestant school bus; seek one for Catholics","Ireland","Kilcoole","school transport",NA,"30 minutes",20,0,0,0,"N",0,0,0,300001,"Irish Times","14/01/1994",NA,"13/01/1994","TBD"
"7038",1994-01-14,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","14/01/1994","TBD"
"7039",1994-01-15,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","15/01/1994","TBD"
"7040",1994-01-16,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","16/01/1994","TBD"
"7041",1994-01-17,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","17/01/1994","TBD"
"7042",1994-01-18,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","18/01/1994","TBD"
"7043",1994-01-19,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","19/01/1994","TBD"
"7044",1994-01-20,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","20/01/1994","TBD"
"7045",1994-01-21,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","21/01/1994","TBD"
"7046",1994-01-22,"Sat","arson","UFF","government",NA,"firebomb 2 stores","Ireland","Dundalk","British unity",NA,NA,3,0,0,0,"Y",0,0,0,3001,"Daily Telegraph","23/01/1994",NA,"22/01/1994","TBD"
"7047",1994-01-23,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","23/01/1994","TBD"
"7048",1994-01-24,"Mon","bomb-nd","UFF","government","university","letter bomb defused at Trinity University","Ireland","Dublin","British unity",NA,NA,3,0,0,0,"N",8,0,0,3001,"Reuters","24/01/1994",NA,"24/01/1994","TBD"
"7049",1994-01-24,"Mon","bomb-nd","UFF","Catholic church","convent","letter bomb defused at convent","Ireland","Dundalk","British unity",NA,NA,3,0,0,0,"N",8,0,0,3001,"Irish Times","25/01/1994",NA,"24/01/1994","TBD"
"7050",1994-01-25,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","25/01/1994","TBD"
"7051",1994-01-26,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","26/01/1994","TBD"
"7052",1994-01-27,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","27/01/1994","TBD"
"7053",1994-01-28,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","28/01/1994","TBD"
"7054",1994-01-29,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","29/01/1994","TBD"
"7055",1994-01-30,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","30/01/1994","TBD"
"7056",1994-01-31,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","31/01/1994","TBD"
"7057",1994-02-01,"Tue","strike","college faculty","government","university","strike for more faculty","Ireland","Ireland","more faculty",NA,NA,800,0,0,0,"N",0,0,0,678827,"Irish Times","01/02/1994",NA,"01/02/1994","TBD"
"7058",1994-02-01,"Tue","trial","PIRA","government","court","trial for paramilitary action","Ireland","Donegal","terror","11/09/1992",NA,6,6,0,0,"N",0,0,0,26731,"Irish Times","02/02/1994",NA,"01/02/1994","TBD"
"7059",1994-02-02,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","02/02/1994","TBD"
"7060",1994-02-03,"Thu","demonstration","victims of PIRA","PIRA","Adams","protest Adams's return from U.S.","Ireland","Dublin","terror",NA,NA,40,0,0,0,"N",101,0,0,30001,"Evening Standard","03/02/1994",NA,"03/02/1994","TBD"
"7061",1994-02-04,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","04/02/1994","TBD"
"7062",1994-02-05,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","05/02/1994","TBD"
"7063",1994-02-06,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","06/02/1994","TBD"
"7064",1994-02-07,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","07/02/1994","TBD"
"7065",1994-02-08,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","08/02/1994","TBD"
"7066",1994-02-09,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","09/02/1994","TBD"
"7067",1994-02-10,"Thu","assassination","PIRA","INLA",NA,"shoot dead ex-leader of INLA","Ireland","Drogheda","Irish unity",NA,"23:00",3,0,0,0,"Y",0,0,0,26731,"Reuters","10/02/1994",NA,"10/02/1994","TBD"
"7068",1994-02-11,"Fri","arrest","PIRA","government","police","arrest 2 from Newry for INLA murder","Ireland","Tallanstown","terror",NA,NA,2,2,0,0,"N",8,0,0,26731,"Irish Times","12/02/1994",NA,"11/02/1994","TBD"
"7069",1994-02-11,"Fri","rally","gays & lesbians","firm","Brookfield","against firing of lesbian","Ireland","Cork","gay rights",NA,NA,8,0,0,0,"N",0,0,0,30001,"Irish Times","14/02/1994",NA,"11/02/1994","TBD"
"7070",1994-02-12,"Sat","rally","Greenpeace","UK",NA,"against nuclear reprocessing plant in England","Ireland","Dublin","anti-nuclear",NA,NA,301,0,0,0,"N",0,0,0,30001,"Irish Times","14/02/1994","no event","12/02/1994","TBD"
"7071",1994-02-13,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","13/02/1994","TBD"
"7072",1994-02-14,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","14/02/1994","TBD"
"7073",1994-02-15,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","15/02/1994","TBD"
"7074",1994-02-16,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","16/02/1994","TBD"
"7075",1994-02-17,"Thu","raid","PIRA","government","police","find arms cache","Ireland","Mullingar","terror",NA,NA,0,0,0,0,"N",31,0,0,26731,"Guardian","18/02/1994",NA,"17/02/1994","TBD"
"7076",1994-02-17,"Thu","demonstration","salmon fishermen","government",NA,"demand higher subsidy","Ireland","Dublin","fishing subsidies",NA,NA,301,0,0,0,"N",0,0,0,30001,"Irish Times","17/02/1994",NA,"17/02/1994","TBD"
"7077",1994-02-18,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","18/02/1994","TBD"
"7078",1994-02-19,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","19/02/1994","TBD"
"7079",1994-02-20,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","20/02/1994","TBD"
"7080",1994-02-21,"Mon","strike","blind workers","firm","Blindcraft Furniture","strike for higher pay","Ireland","Dublin","wages",NA,NA,28,0,0,0,"N",0,0,0,678827,"Irish Times","16/03/1994",NA,"21/02/1994","TBD"
"7081",1994-02-22,"Tue","strike","blind workers","firm","Blindcraft Furniture","strike for higher pay","Ireland","Dublin","wages",NA,NA,28,0,0,0,"N",0,0,0,678827,"Irish Times","16/03/1994",NA,"22/02/1994","TBD"
"7082",1994-02-23,"Wed","demonstration","pig farmers","government","Dail","hand out free pork, demand higher subsidies","Ireland","Dublin","pork subsidies",NA,NA,400,0,0,0,"N",0,0,0,140000,"Irish Times","24/02/1994",NA,"23/02/1994","TBD"
"7083",1994-02-23,"Wed","strike","blind workers","firm","Blindcraft Furniture","strike for higher pay","Ireland","Dublin","wages",NA,NA,28,0,0,0,"N",0,0,0,678827,"Irish Times","16/03/1994",NA,"23/02/1994","TBD"
"7084",1994-02-24,"Thu","strike","blind workers","firm","Blindcraft Furniture","strike for higher pay","Ireland","Dublin","wages",NA,NA,28,0,0,0,"N",0,0,0,678827,"Irish Times","16/03/1994",NA,"24/02/1994","TBD"
"7085",1994-02-25,"Fri","strike","blind workers","firm","Blindcraft Furniture","strike for higher pay","Ireland","Dublin","wages",NA,NA,28,0,0,0,"N",0,0,0,678827,"Irish Times","16/03/1994",NA,"25/02/1994","TBD"
"7086",1994-02-26,"Sat","strike","blind workers","firm","Blindcraft Furniture","strike for higher pay","Ireland","Dublin","wages",NA,NA,28,0,0,0,"N",0,0,0,678827,"Irish Times","16/03/1994",NA,"26/02/1994","TBD"
"7087",1994-02-27,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","27/02/1994","TBD"
"7088",1994-02-28,"Mon","strike","blind workers","firm","Blindcraft Furniture","strike for higher pay","Ireland","Dublin","wages",NA,NA,28,0,0,0,"N",0,0,0,678827,"Irish Times","16/03/1994",NA,"28/02/1994","TBD"
"7089",1994-03-01,"Tue","strike","blind workers","firm","Blindcraft Furniture","strike for higher pay","Ireland","Dublin","wages",NA,NA,28,0,0,0,"N",0,0,0,678827,"Irish Times","16/03/1994",NA,"01/03/1994","TBD"
"7090",1994-03-02,"Wed","strike","blind workers","firm","Blindcraft Furniture","strike for higher pay","Ireland","Dublin","wages",NA,NA,28,0,0,0,"N",0,0,0,678827,"Irish Times","16/03/1994",NA,"02/03/1994","TBD"
"7091",1994-03-03,"Thu","strike","blind workers","firm","Blindcraft Furniture","strike for higher pay","Ireland","Dublin","wages",NA,NA,28,0,0,0,"N",0,0,0,678827,"Irish Times","16/03/1994",NA,"03/03/1994","TBD"
"7092",1994-03-04,"Fri","demonstration","students","government","university","protest overcrowding","Ireland","Galway","overcrowding",NA,NA,499,0,0,0,"N",0,0,0,48124,"Irish Times","05/03/1994",NA,"04/03/1994","TBD"
"7093",1994-03-04,"Fri","strike","blind workers","firm","Blindcraft Furniture","strike for higher pay","Ireland","Dublin","wages",NA,NA,28,0,0,0,"N",0,0,0,678827,"Irish Times","16/03/1994",NA,"04/03/1994","TBD"
"7094",1994-03-05,"Sat","strike","blind workers","firm","Blindcraft Furniture","strike for higher pay","Ireland","Dublin","wages",NA,NA,28,0,0,0,"N",0,0,0,678827,"Irish Times","16/03/1994",NA,"05/03/1994","TBD"
"7095",1994-03-06,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","06/03/1994","TBD"
"7096",1994-03-07,"Mon","strike","blind workers","firm","Blindcraft Furniture","strike for higher pay","Ireland","Dublin","wages",NA,NA,28,0,0,0,"N",0,0,0,678827,"Irish Times","16/03/1994",NA,"07/03/1994","TBD"
"7097",1994-03-08,"Tue","strike","blind workers","firm","Blindcraft Furniture","strike for higher pay","Ireland","Dublin","wages",NA,NA,28,0,0,0,"N",0,0,0,678827,"Irish Times","16/03/1994",NA,"08/03/1994","TBD"
"7098",1994-03-09,"Wed","strike","blind workers","firm","Blindcraft Furniture","strike for higher pay","Ireland","Dublin","wages",NA,NA,28,0,0,0,"N",0,0,0,678827,"Irish Times","16/03/1994",NA,"09/03/1994","TBD"
"7099",1994-03-10,"Thu","strike","blind workers","firm","Blindcraft Furniture","strike for higher pay","Ireland","Dublin","wages",NA,NA,28,0,0,0,"N",0,0,0,678827,"Irish Times","16/03/1994",NA,"10/03/1994","TBD"
"7100",1994-03-11,"Fri","strike","blind workers","firm","Blindcraft Furniture","strike for higher pay","Ireland","Dublin","wages",NA,NA,28,0,0,0,"N",0,0,0,678827,"Irish Times","16/03/1994",NA,"11/03/1994","TBD"
"7101",1994-03-12,"Sat","strike","blind workers","firm","Blindcraft Furniture","strike for higher pay","Ireland","Dublin","wages",NA,NA,28,0,0,0,"N",0,0,0,678827,"Irish Times","16/03/1994",NA,"12/03/1994","TBD"
"7102",1994-03-13,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","13/03/1994","TBD"
"7103",1994-03-14,"Mon","demonstration","parents","Catholic church",NA,"against closure of school","Ireland","Dublin","school closing",NA,NA,101,0,0,0,"N",0,0,0,500001,"Irish Times","15/03/1994",NA,"14/03/1994","TBD"
"7104",1994-03-14,"Mon","strike","blind workers","firm","Blindcraft Furniture","strike for higher pay","Ireland","Dublin","wages",NA,NA,28,0,0,0,"N",0,0,0,678827,"Irish Times","16/03/1994",NA,"14/03/1994","TBD"
"7105",1994-03-15,"Tue","strike","blind workers","firm","Blindcraft Furniture","strike for higher pay","Ireland","Dublin","wages",NA,NA,28,0,0,0,"N",0,0,0,678827,"Irish Times","16/03/1994",NA,"15/03/1994","TBD"
"7106",1994-03-16,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","16/03/1994","TBD"
"7107",1994-03-17,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","17/03/1994","TBD"
"7108",1994-03-18,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","18/03/1994","TBD"
"7109",1994-03-19,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","19/03/1994","TBD"
"7110",1994-03-20,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","20/03/1994","TBD"
"7111",1994-03-21,"Mon","raid","PIRA","government","police","find arms cache","Ireland","Sligo","terror",NA,NA,0,0,0,0,"N",31,0,0,26731,"Reuters","22/03/1994",NA,"21/03/1994","TBD"
"7112",1994-03-22,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","22/03/1994","TBD"
